17354755	1
525733892	0
1425876998	0
78944268	0
35014672	0
103055384	0
1382363161	1
43870896	0
2411339810	0
250273829	1
166463530	0
37488683	1
2368946221	1
1396779054	0
77246513	1
28735548	0
321525822	0
381204544	0
86788163	1
312657988	0
168462348	0
408774731	1
962142284	0
1122037838	0
499001427	1
542744664	0
1116743773	1
505483359	1
29145184	0
15853668	0
606847080	0
1978540141	1
176351342	0
22917232	0
21729394	0
466686068	0
207120515	1
17903749	1
166314122	0
1022789779	1
789780505	1
102498456	0
197062811	1
1288659102	0
991322275	1
1485504692	0
764072120	0
24512707	1
462541005	1
80656590	0
20291791	1
83820762	0
48859362	0
18182371	1
438124586	0
19536129	1
107014406	0
16234759	1
24488201	1
614332683	1
430174478	0
214997269	1
233562396	0
2841155873	1
2897774300	0
1419108654	0
360453582	0
11821362	0
432279860	0
124424508	0
300599613	1
17105214	0
18731347	1
14649689	1
294306146	0
18588007	1
250746940	0
72565100	0
1273780592	0
2243549558	0
59826554	0
585529723	1
26282365	1
614754689	1
956551555	1
1184614801	1
1408862610	0
56338837	1
110784935	1
171792810	0
2616820147	1
1498689979	1
144701884	0
59414975	1
1419053509	1
382001606	0
2557602552	0
237748700	0
2388931039	1
226673122	0
329824743	1
1556488686	0
463903217	1
514429429	1
34068984	0
494281209	1
1713891846	0
438460947	1
1335093780	0
393466393	1
175378976	0
891767341	1
261927470	0
250119603	1
8032822	0
15024705	1
74578498	0
170502724	0
758121031	1
37247567	1
191636054	0
2920740964	0
5443002	0
14471778	0
283762107	1
185301605	1
363426409	1
398324331	1
84421229	1
133989821	1
1616245364	0
114946677	1
242848378	0
37968319	1
214174332	0
252750461	1
517782144	0
368243329	1
86559364	0
206385797	1
257694342	0
31572616	0
41104009	1
946553485	1
82320016	0
2374941337	1
441150109	1
1117696670	0
1663845026	0
2920790693	1
1209608880	0
191152821	1
16033908	0
53715644	0
145234621	1
56410814	0
16747981	1
2468478414	0
319036126	0
26757860	0
226620139	1
211464941	1
551969518	0
525759217	1
15518450	0
266771192	0
1861393146	0
229671675	1
14750463	1
148206336	0
2468072196	0
357210897	1
14269220	0
2636231461	1
2273626928	0
433216306	0
1021467446	0
402125623	1
542786362	0
245473418	0
18490175	1
399070033	1
27310933	1
525497174	0
171533143	1
1075407714	0
331908924	0
16464746	0
794145644	0
598412151	1
18599061	1
151443264	0
2207894406	0
3443591	1
1419037584	0
57043857	1
16423836	0
18791343	1
20274104	0
302349246	0
2726677440	0
1290111937	1
472024003	1
34542541	1
115360721	1
32429017	1
48448474	0
2192024550	0
391082993	1
42759163	1
45784061	1
257145854	0
33856511	1
862055424	0
238658567	1
16077836	0
277902509	1
1942344728	0
286383137	1
382678050	0
17751899	1
2229052452	0
1038916646	0
27171880	0
176929834	0
48370736	0
1370508337	1
377513013	1
15844409	1
16475194	0
259429436	0
627438655	1
52651072	0
282348945	1
1203524790	0
1281633350	0
14931015	1
760271946	0
376908877	1
427031634	0
50742358	0
308763735	1
90293337	1
272708699	1
51270759	1
614876264	0
500716649	1
807599210	0
3359851	1
155620461	1
1419148412	0
318354965	1
151360659	1
135554197	1
7079062	0
20702359	1
26119331	1
272350372	0
237481126	0
2307642541	1
376911030	0
17130680	0
1241965758	0
384388981	1
780627144	0
20229325	1
115475662	0
21654736	0
231560409	1
2829350107	1
257903838	0
631979234	0
346729702	0
16581863	1
302253288	0
28116213	1
46423291	1
177564924	0
994182397	1
2927303935	1
1446954242	0
1306260740	0
2405000456	0
1040299285	1
435449116	0
132003035	1
547806503	1
198217002	0
588000564	0
316155198	0
18107712	0
549195074	0
85595472	0
2632064341	1
405142873	1
361839965	1
211301739	1
24384878	0
272137584	0
20924307	1
320408951	1
2941554041	1
442099067	1
402142589	1
603661695	1
150306176	0
82320784	0
2893342097	1
20297283	1
980200860	0
23645599	1
467822544	0
266182056	0
79551388	0
493923757	1
620144051	1
2429607354	0
253930939	1
2372914620	0
2610621	1
229361093	1
576185800	0
405323682	0
2449561038	0
267423184	0
260810196	0
945300949	1
933326294	0
28048857	1
15836637	1
383931875	1
282356989	1
117804547	1
474061398	0
248950280	0
1540998673	1
229721621	1
76008982	0
21380640	0
147459629	1
36087347	1
461147700	0
77274677	1
145010230	0
2485993016	0
245282361	1
1027705099	1
80870980	0
161418822	0
86523463	1
131061324	0
15650383	1
558196305	1
1153218132	0
364791382	0
1014079068	0
332375645	1
450078309	1
163374693	1
9602662	0
14081639	1
121400940	0
23096755	1
16860787	1
101187188	0
17865662	0
425236094	0
63738133	1
2915007424	0
142022279	1
834563730	0
353780675	1
511905429	1
382004891	1
219983518	0
366005921	1
322463395	1
63147690	0
29578924	0
52561581	1
614065841	1
76986035	1
2833350327	1
344538810	0
34135741	1
245638847	1
561798857	1
233955025	1
35909336	0
230182617	1
381048540	0
292103905	1
243218146	0
85766779	1
131634918	0
26332904	0
1488731886	0
87841203	1
33087222	0
1353099002	0
315338495	1
282353281	1
40435464	0
151287563	1
21155596	0
263337745	1
263229205	1
1134245654	0
1040551710	0
180428577	1
181536547	1
49835819	1
17915692	0
420251437	1
964583227	1
40245052	0
2152017728	0
73381700	0
42594124	0
1419050840	0
2483054427	1
2405248861	1
429180769	1
196618084	0
55338862	0
